Index,Formula,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,Cubic,Tetra,Ortho,Hex,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
276,MAPbI2.5Br0.5,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.17,0.83,0.00,0.00,1.00,0.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,436.56,366.57,4.63,119.07,300.18,1030.32,7.35,19.87,2.71,50.00,4.83
277,KxCs0.05(FA0.85MA0.15)0.95Pb(I0.85Br0.15)3,0.03,0.00,0.03,0.14,0.81,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.15,0.85,0.00,0.00,1.00,0.00,2.44,345.36,327.82,1.06,45.29,10.54,838.40,6.24,30.46,2.48,85.82,7.72,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,438.65,368.59,4.66,119.85,299.69,1028.12,7.39,19.97,2.70,50.30,4.85
278,MAPbI1.5Br1.5,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.50,0.50,0.00,0.00,1.00,0.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.08,394.68,326.32,4.03,103.40,309.95,1074.15,6.52,17.81,2.81,44.00,4.50
279,FAPbBr2.43Cl0.57,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.19,0.81,0.00,0.00,0.00,1.00,0.00,2.53,319.00,354.00,1.10,45.06,8.60,849.10,6.50,29.00,2.57,91.00,8.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,1.93,314.24,248.13,3.14,71.46,329.20,1161.03,4.89,13.87,3.00,31.58,3.81
280,MAPbCl3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,1.81,239.18,172.17,3.21,35.45,348.80,1251.10,3.21,10.20,3.16,17.00,3.00
281,MAPbCl2.4Br0.6,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.80,0.20,0.00,0.00,0.00,1.00,0.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,1.84,257.71,190.93,3.20,44.34,343.96,1228.86,3.63,11.11,3.12,20.60,3.20
282,(FA0.83MA0.17)0.95Cs0.05Pb(I0.9Br0.1)3,0.00,0.00,0.05,0.16,0.79,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.90,0.00,0.00,1.00,0.00,2.43,342.14,323.65,1.07,47.39,10.47,838.79,6.23,30.13,2.48,86.37,7.75,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.18,444.94,374.63,4.75,122.20,298.23,1021.55,7.51,20.28,2.69,51.20,4.90
283,(FA0.79MA0.16Cs0.05)Pb(I0.84Br0.16)3,0.00,0.00,0.05,0.16,0.79,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.16,0.84,0.00,0.00,1.00,0.00,2.43,341.93,323.64,1.07,47.37,10.46,837.78,6.22,30.11,2.48,86.32,7.74,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,437.40,367.38,4.64,119.38,299.99,1029.44,7.36,19.91,2.71,50.12,4.84
284,Cs0.1(MA0.17FA0.83)0.9Pb(I0.83Br0.17)3,0.00,0.00,0.10,0.15,0.75,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.17,0.83,0.00,0.00,1.00,0.00,2.40,373.54,322.23,1.12,51.85,12.30,813.57,6.00,32.09,2.39,84.65,7.65,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,436.14,366.17,4.62,118.91,300.28,1030.75,7.34,19.85,2.71,49.94,4.83
285,Cs0.05(FA0.83MA0.17)0.95Pb(I0.83Br0.17)3,0.00,0.00,0.05,0.16,0.79,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.17,0.83,0.00,0.00,1.00,0.00,2.43,341.85,323.38,1.07,47.35,10.46,837.90,6.22,30.11,2.48,86.29,7.74,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,436.14,366.17,4.62,118.91,300.28,1030.75,7.34,19.85,2.71,49.94,4.83
286,Cs0.17FA0.83Pb(Br0.17I0.83)3,0.00,0.00,0.17,0.00,0.83,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.17,0.83,0.00,0.00,1.00,0.00,2.40,425.25,345.08,1.23,59.99,14.87,768.62,5.75,35.59,2.27,84.88,7.66,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,436.14,366.17,4.62,118.91,300.28,1030.75,7.34,19.85,2.71,49.94,4.83
287,CsSn0.5Ge0.5I3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.74,944.00,301.54,1.87,132.91,45.49,375.70,2.09,67.74,0.79,55.00,6.00,1.01,2991.50,858.31,6.31,95.66,120.50,735.35,19.50,312.34,1.98,41.00,4.50,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
288,CsSn_0.75Ge_0.25Br_3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.25,0.75,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.74,944.00,301.54,1.87,132.91,45.49,375.70,2.09,67.74,0.79,55.00,6.00,1.08,2933.75,681.72,6.81,107.19,120.75,721.98,13.35,301.35,1.97,45.50,4.75,1.96,331.85,265.95,3.12,79.90,324.60,1139.90,5.29,14.72,2.96,35.00,4.00
289,CsSn_0.5Ge_0.5Br_3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.74,944.00,301.54,1.87,132.91,45.49,375.70,2.09,67.74,0.79,55.00,6.00,1.01,2991.50,858.31,6.31,95.66,120.50,735.35,19.50,312.34,1.98,41.00,4.50,1.96,331.85,265.95,3.12,79.90,324.60,1139.90,5.29,14.72,2.96,35.00,4.00
290,CsSn_0.25Ge_0.75Br_3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.75,0.25,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.74,944.00,301.54,1.87,132.91,45.49,375.70,2.09,67.74,0.79,55.00,6.00,0.94,3049.25,1034.90,5.82,84.13,120.25,748.73,25.65,323.32,2.00,36.50,4.25,1.96,331.85,265.95,3.12,79.90,324.60,1139.90,5.29,14.72,2.96,35.00,4.00
291,CsGeBr_3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.74,944.00,301.54,1.87,132.91,45.49,375.70,2.09,67.74,0.79,55.00,6.00,0.87,3107.00,1211.50,5.32,72.61,120.00,762.10,31.80,334.30,2.01,32.00,4.00,1.96,331.85,265.95,3.12,79.90,324.60,1139.90,5.29,14.72,2.96,35.00,4.00
292,(FASnI3)0.6(MAPbI3)0.4,0.00,0.00,0.00,0.40,0.60,0.00,0.00,0.00,0.00,0.60,0.40,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.39,298.20,284.66,0.94,39.86,8.63,879.98,6.35,26.94,2.56,83.80,7.60,1.17,2534.80,543.33,8.93,154.11,116.60,711.36,6.23,245.38,2.11,62.80,5.40,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
293,(FASnI3)0.6(MAPbI3)0.34(MAPbBr3)0.06,0.00,0.00,0.00,0.40,0.60,0.00,0.00,0.00,0.00,0.60,0.40,0.00,0.06,0.94,0.00,0.00,0.00,1.00,2.39,298.20,284.66,0.94,39.86,8.63,879.98,6.35,26.94,2.56,83.80,7.60,1.17,2534.80,543.33,8.93,154.11,116.60,711.36,6.23,245.38,2.11,62.80,5.40,2.19,449.96,379.45,4.82,124.08,297.06,1016.29,7.61,20.53,2.68,51.92,4.94
294,MA0.3FA0.7Pb0.5Sn0.5I3,0.00,0.00,0.00,0.30,0.70,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.42,303.40,301.99,0.98,41.16,8.63,872.26,6.39,27.45,2.56,85.60,7.70,1.17,2449.50,552.88,9.33,162.95,115.50,712.05,5.98,234.13,2.15,66.00,5.50,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
295,FA0.5MA0.45Cs0.05Pb0.5Sn0.5I3,0.00,0.00,0.05,0.45,0.50,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.33,326.85,273.37,0.96,43.60,10.48,860.17,6.11,28.62,2.47,81.10,7.45,1.17,2449.50,552.88,9.33,162.95,115.50,712.05,5.98,234.13,2.15,66.00,5.50,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
296,Cs0.025FA0.475MA0.5Sn0.5Pb0.5I3,0.00,0.00,0.03,0.50,0.47,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.33,308.62,266.01,0.92,40.76,9.56,875.86,6.20,27.39,2.52,81.10,7.45,1.17,2449.50,552.88,9.33,162.95,115.50,712.05,5.98,234.13,2.15,66.00,5.50,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
297,FASn0.5Pb0.5I3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.53,319.00,354.00,1.10,45.06,8.60,849.10,6.50,29.00,2.57,91.00,8.00,1.17,2449.50,552.88,9.33,162.95,115.50,712.05,5.98,234.13,2.15,66.00,5.50,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
298,(FASnI3)0.6(MAPbI3)0.3(MAPbBr3)0.1,0.00,0.00,0.00,0.40,0.60,0.00,0.00,0.00,0.00,0.60,0.40,0.00,0.10,0.90,0.00,0.00,0.00,1.00,2.39,298.20,284.66,0.94,39.86,8.63,879.98,6.35,26.94,2.56,83.80,7.60,1.17,2534.80,543.33,8.93,154.11,116.60,711.36,6.23,245.38,2.11,62.80,5.40,2.18,444.94,374.63,4.75,122.20,298.23,1021.55,7.51,20.28,2.69,51.20,4.90
299,FA0.5MA0.5Pb0.5Sn0.5I3,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.35,293.00,267.32,0.90,38.56,8.64,887.70,6.31,26.43,2.56,82.00,7.50,1.17,2449.50,552.88,9.33,162.95,115.50,712.05,5.98,234.13,2.15,66.00,5.50,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
300,CsSnI3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.74,944.00,301.54,1.87,132.91,45.49,375.70,2.09,67.74,0.79,55.00,6.00,1.15,2876.00,505.12,7.31,118.71,121.00,708.60,7.20,290.37,1.96,50.00,5.00,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
301,MASnI3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.15,2876.00,505.12,7.31,118.71,121.00,708.60,7.20,290.37,1.96,50.00,5.00,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
302,FA0.75Cs0.25Sn0.5Pb0.5I3,0.00,0.00,0.25,0.00,0.75,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.33,475.25,340.88,1.29,67.02,17.82,730.75,5.40,38.69,2.13,82.00,7.50,1.17,2449.50,552.88,9.33,162.95,115.50,712.05,5.98,234.13,2.15,66.00,5.50,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
303,MAPb0.4Sn0.6I2.8Br0.2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.60,0.40,0.00,0.07,0.93,0.00,0.00,0.00,1.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.17,2534.80,543.33,8.93,154.11,116.60,711.36,6.23,245.38,2.11,62.80,5.40,2.18,449.12,378.65,4.81,123.77,297.25,1017.17,7.60,20.49,2.68,51.80,4.93
304,MAPb0.4Sn0.6I3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.60,0.40,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.17,2534.80,543.33,8.93,154.11,116.60,711.36,6.23,245.38,2.11,62.80,5.40,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
305,MAPb0.4Sn0.6I2.6Br0.4,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.60,0.40,0.00,0.13,0.87,0.00,0.00,0.00,1.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.17,2534.80,543.33,8.93,154.11,116.60,711.36,6.23,245.38,2.11,62.80,5.40,2.17,440.75,370.60,4.69,120.64,299.21,1025.93,7.43,20.08,2.70,50.60,4.87
306,FAPb0.7Sn0.3I3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.30,0.70,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.53,319.00,354.00,1.10,45.06,8.60,849.10,6.50,29.00,2.57,91.00,8.00,1.18,2278.90,571.99,10.14,180.65,113.30,713.43,5.50,211.64,2.22,72.40,5.70,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
307,FA0.3MA0.7Pb0.7Sn0.3I3,0.00,0.00,0.00,0.70,0.30,0.00,0.00,0.00,0.00,0.30,0.70,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.28,282.60,232.66,0.82,35.96,8.66,903.14,6.24,25.40,2.56,78.40,7.30,1.18,2278.90,571.99,10.14,180.65,113.30,713.43,5.50,211.64,2.22,72.40,5.70,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
308,FAPb0.75Sn0.25I3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.25,0.75,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.53,319.00,354.00,1.10,45.06,8.60,849.10,6.50,29.00,2.57,91.00,8.00,1.18,2236.25,576.77,10.34,185.08,112.75,713.77,5.38,206.02,2.24,74.00,5.75,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
309,MAPb0.75Sn0.25I3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.25,0.75,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.18,2236.25,576.77,10.34,185.08,112.75,713.77,5.38,206.02,2.24,74.00,5.75,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
310,FA0.7MA0.3Pb0.7Sn0.3I3,0.00,0.00,0.00,0.30,0.70,0.00,0.00,0.00,0.00,0.30,0.70,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.42,303.40,301.99,0.98,41.16,8.63,872.26,6.39,27.45,2.56,85.60,7.70,1.18,2278.90,571.99,10.14,180.65,113.30,713.43,5.50,211.64,2.22,72.40,5.70,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
311,MAPb0.6Sn0.4I3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.40,0.60,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.17,2364.20,562.44,9.73,171.80,114.40,712.74,5.74,222.89,2.18,69.20,5.60,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
312,MAPb0.7Sn0.3I3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.30,0.70,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.18,2278.90,571.99,10.14,180.65,113.30,713.43,5.50,211.64,2.22,72.40,5.70,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
313,FASnI3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.53,319.00,354.00,1.10,45.06,8.60,849.10,6.50,29.00,2.57,91.00,8.00,1.15,2876.00,505.12,7.31,118.71,121.00,708.60,7.20,290.37,1.96,50.00,5.00,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
314,FA0.6MA0.4PbI3,0.00,0.00,0.00,0.40,0.60,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.39,298.20,284.66,0.94,39.86,8.63,879.98,6.35,26.94,2.56,83.80,7.60,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
315,FA0.85MA0.15PbI3,0.00,0.00,0.00,0.15,0.85,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.48,311.20,328.00,1.04,43.11,8.61,860.68,6.44,28.23,2.57,88.30,7.85,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
316,FAPbI3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.53,319.00,354.00,1.10,45.06,8.60,849.10,6.50,29.00,2.57,91.00,8.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
317,FA0.95Cs0.05PbI3,0.00,0.00,0.05,0.00,0.95,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.49,350.25,351.38,1.14,49.45,10.44,825.43,6.28,30.94,2.48,89.20,7.90,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
318,(FAPbI3)0.9(MAPbBr3)0.1,0.00,0.00,0.00,0.10,0.90,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.90,0.00,0.00,0.00,1.00,2.49,313.80,336.66,1.06,43.76,8.61,856.82,6.46,28.48,2.57,89.20,7.90,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.18,444.94,374.63,4.75,122.20,298.23,1021.55,7.51,20.28,2.69,51.20,4.90
319,Cs0.05FA0.70MA0.25PbI3,0.00,0.00,0.05,0.25,0.70,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.40,337.25,308.04,1.04,46.20,10.47,844.73,6.19,29.65,2.48,84.70,7.65,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
320,(FAPbI3)0.95(MAPbBr3)0.05,0.00,0.00,0.00,0.05,0.95,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.05,0.95,0.00,0.00,0.00,1.00,2.51,316.40,345.33,1.08,44.41,8.60,852.96,6.48,28.74,2.57,90.10,7.95,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.19,451.22,380.66,4.84,124.55,296.76,1014.97,7.64,20.59,2.67,52.10,4.95
321,Cs0.05(FA0.92MA0.08)0.95Pb(I0.92Br0.08)3,0.00,0.00,0.05,0.08,0.87,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.08,0.92,0.00,0.00,0.00,1.00,2.46,346.30,338.20,1.11,48.46,10.45,831.30,6.25,30.55,2.48,87.83,7.82,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.18,447.45,377.04,4.79,123.14,297.64,1018.92,7.56,20.41,2.68,51.56,4.92
322,(FAPbI3)0.92(MAPbBr3)0.08,0.00,0.00,0.00,0.08,0.92,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.08,0.92,0.00,0.00,0.00,1.00,2.50,314.84,340.13,1.07,44.02,8.61,855.28,6.47,28.59,2.57,89.56,7.92,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.18,447.45,377.04,4.79,123.14,297.64,1018.92,7.56,20.41,2.68,51.56,4.92
323,(FAPbI3)0.85(MAPbBr3)0.15,0.00,0.00,0.00,0.15,0.85,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.15,0.85,0.00,0.00,0.00,1.00,2.48,311.20,328.00,1.04,43.11,8.61,860.68,6.44,28.23,2.57,88.30,7.85,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,438.65,368.59,4.66,119.85,299.69,1028.12,7.39,19.97,2.70,50.30,4.85
324,FA0.15MA0.85PbI3,0.00,0.00,0.00,0.85,0.15,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.22,274.80,206.65,0.76,34.01,8.67,914.72,6.19,24.62,2.55,75.70,7.15,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
325,FA0.85MA0.15Pb(I0.85Br0.15)3,0.00,0.00,0.00,0.15,0.85,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.15,0.85,0.00,0.00,0.00,1.00,2.48,311.20,328.00,1.04,43.11,8.61,860.68,6.44,28.23,2.57,88.30,7.85,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,438.65,368.59,4.66,119.85,299.69,1028.12,7.39,19.97,2.70,50.30,4.85
326,MAPbI3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.20,457.50,386.70,4.93,126.90,295.30,1008.40,7.76,20.90,2.66,53.00,5.00
327,Cs0.05(MA0.17FA0.83)0.95Pb(I0.83Br0.17)3,0.00,0.00,0.05,0.16,0.79,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.17,0.83,0.00,0.00,0.00,1.00,2.43,341.93,323.64,1.07,47.37,10.46,837.78,6.22,30.11,2.48,86.32,7.74,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,436.14,366.17,4.62,118.91,300.28,1030.75,7.34,19.85,2.71,49.94,4.83
328,Cs0.07Rb0.03FA0.765MA0.135PbI2.55Br0.45,0.00,0.03,0.07,0.14,0.76,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.15,0.85,0.00,0.00,0.00,1.00,2.40,374.99,325.68,1.11,50.66,12.34,813.00,6.02,32.22,2.39,84.43,7.63,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.16,438.65,368.59,4.66,119.85,299.69,1028.12,7.39,19.97,2.70,50.30,4.85
329,Cs0.05FA0.76MA0.19PbBr0.6I2.4,0.00,0.00,0.05,0.19,0.76,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.20,0.80,0.00,0.00,0.00,1.00,2.42,340.37,318.44,1.06,46.98,10.46,840.10,6.21,29.96,2.48,85.78,7.71,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.15,432.37,362.55,4.57,117.50,301.16,1034.70,7.27,19.67,2.72,49.40,4.80
330,MAPb(I0.87Br0.13)3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.13,0.87,0.00,0.00,0.00,1.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.17,441.17,371.00,4.69,120.79,299.11,1025.49,7.44,20.10,2.70,50.66,4.87
331,MAPb(I0.88Br0.12)3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.12,0.88,0.00,0.00,0.00,1.00,2.17,267.00,180.65,0.70,32.07,8.68,926.30,6.13,23.85,2.55,73.00,7.00,1.19,2023.00,600.65,11.35,207.20,110.00,715.50,4.77,177.90,2.33,82.00,6.00,2.17,442.42,372.21,4.71,121.26,298.82,1024.18,7.46,20.16,2.70,50.84,4.88
