Index,Formula,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,Cubic,Tetra,Ortho,Hex,PBE,HSE,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
37097,CsBa0.500Sn0.500I3,0,0,1,0,0,0,0,0.5,0,0.5,0,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.28,2477,753.56,5.45,128.02,34.5,605.75,7.61,215.28,1.43,53,5.5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
37098,CsBa0.500Sn0.500Cl3,0,0,1,0,0,0,0,0.5,0,0.5,0,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.28,2477,753.56,5.45,128.02,34.5,605.75,7.61,215.28,1.43,53,5.5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
37099,CsBa0.500Sn0.500Br3,0,0,1,0,0,0,0,0.5,0,0.5,0,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.28,2477,753.56,5.45,128.02,34.5,605.75,7.61,215.28,1.43,53,5.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
37100,CsBa0.500Pb0.125Sr0.375I3,0,0,1,0,0,0,0.38,0.5,0,0,0.13,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.33,1912.5,966.83,4.17,127.42,-75.25,546.95,7.68,143.68,1.09,52.5,5.63,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
37101,CsBa0.500Pb0.125Sr0.375Cl3,0,0,1,0,0,0,0.38,0.5,0,0,0.13,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.33,1912.5,966.83,4.17,127.42,-75.25,546.95,7.68,143.68,1.09,52.5,5.63,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
37102,CsBa0.500Pb0.125Sr0.375Br3,0,0,1,0,0,0,0.38,0.5,0,0,0.13,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.33,1912.5,966.83,4.17,127.42,-75.25,546.95,7.68,143.68,1.09,52.5,5.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
37103,CsBa0.500Pb0.125Sn0.125Sr0.250I3,0,0,1,0,0,0,0.25,0.5,0,0.13,0.13,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.32,2065.13,899.72,4.76,131.31,-39.13,566.84,7.55,162.86,1.22,54,5.63,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
37104,CsBa0.500Pb0.125Sn0.125Sr0.250Cl3,0,0,1,0,0,0,0.25,0.5,0,0.13,0.13,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.32,2065.13,899.72,4.76,131.31,-39.13,566.84,7.55,162.86,1.22,54,5.63,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
37105,CsBa0.500Pb0.125Sn0.125Sr0.250Br3,0,0,1,0,0,0,0.25,0.5,0,0.13,0.13,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.32,2065.13,899.72,4.76,131.31,-39.13,566.84,7.55,162.86,1.22,54,5.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
37106,CsBa0.500Pb0.125Sn0.250Sr0.125I3,0,0,1,0,0,0,0.13,0.5,0,0.25,0.13,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.3,2217.75,832.61,5.36,135.19,-3,586.73,7.43,182.04,1.34,55.5,5.63,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
37107,CsBa0.500Pb0.125Sn0.250Sr0.125Cl3,0,0,1,0,0,0,0.13,0.5,0,0.25,0.13,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.3,2217.75,832.61,5.36,135.19,-3,586.73,7.43,182.04,1.34,55.5,5.63,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
37108,CsBa0.500Pb0.125Sn0.250Sr0.125Br3,0,0,1,0,0,0,0.13,0.5,0,0.25,0.13,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.3,2217.75,832.61,5.36,135.19,-3,586.73,7.43,182.04,1.34,55.5,5.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
37109,CsBa0.500Pb0.125Sn0.375I3,0,0,1,0,0,0,0,0.5,0,0.38,0.13,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.29,2370.38,765.5,5.96,139.08,33.13,606.61,7.3,201.23,1.47,57,5.63,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
37110,CsBa0.500Pb0.125Sn0.375Cl3,0,0,1,0,0,0,0,0.5,0,0.38,0.13,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.29,2370.38,765.5,5.96,139.08,33.13,606.61,7.3,201.23,1.47,57,5.63,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
37111,CsBa0.500Pb0.125Sn0.375Br3,0,0,1,0,0,0,0,0.5,0,0.38,0.13,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.29,2370.38,765.5,5.96,139.08,33.13,606.61,7.3,201.23,1.47,57,5.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
37112,CsBa0.500Pb0.250Sr0.250I3,0,0,1,0,0,0,0.25,0.5,0,0,0.25,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.32,1958.5,911.66,5.27,142.37,-40.5,567.7,7.25,148.8,1.27,58,5.75,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
37113,CsBa0.500Pb0.250Sr0.250Cl3,0,0,1,0,0,0,0.25,0.5,0,0,0.25,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.32,1958.5,911.66,5.27,142.37,-40.5,567.7,7.25,148.8,1.27,58,5.75,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
