Index,Formula,Decomp,Gap,SLME,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,Cubic,Tetra,Ortho,Hex,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
100,MACa_0.25Ba_0.375Sn_0.25Pb_0.125Br_3,-0.12,3.23,0.01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.50E-01,0.00E+00,3.75E-01,0.00E+00,2.50E-01,1.25E-01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.22E+00,2.19E+03,8.55E+02,4.98E+00,1.17E+02,-1.45E+01,6.03E+02,7.53E+00,1.86E+02,1.36E+00,4.88E+01,5.25E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
101,KCa_0.125Sr_0.25Ba_0.125Ge_0.5Br_3,0.27,3.57,0.01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-01,2.50E-01,1.25E-01,5.00E-01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E+00,1.03E+03,3.37E+02,8.60E-01,3.91E+01,4.84E+01,4.19E+02,2.33E+00,7.69E+01,8.20E-01,1.90E+01,4.00E+00,1.05E+00,2.45E+03,1.13E+03,3.94E+00,8.04E+01,-8.00E+00,6.55E+02,2.00E+01,2.38E+02,1.48E+00,3.50E+01,4.50E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
102,CsCa_0.125Ba_0.75Sn_0.125I_3,-0.37,3.3,0.02,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.25E-01,0.00E+00,7.50E-01,0.00E+00,1.25E-01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.33E+00,2.14E+03,9.54E+02,3.80E+00,1.23E+02,-4.34E+01,5.39E+02,7.97E+00,1.61E+02,1.04E+00,5.08E+01,5.63E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
103,MASnBr_3,-0.31,1.69,0.13,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.15E+00,2.88E+03,5.05E+02,7.31E+00,1.19E+02,1.21E+02,7.09E+02,7.20E+00,2.90E+02,1.96E+00,5.00E+01,5.00E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
104,FAPbBr_3,-1.17,1.87,0.14,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.53E+00,3.19E+02,3.54E+02,1.10E+00,4.51E+01,8.60E+00,8.49E+02,6.50E+00,2.90E+01,2.57E+00,9.10E+01,8.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
105,K_0.25Rb_0.25Cs_0.125MA_0.375PbBr_3,-0.6,1.99,0.11,2.50E-01,2.50E-01,1.25E-01,3.75E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.81E+00,7.17E+02,2.68E+02,1.09E+00,5.98E+01,3.28E+01,6.00E+02,3.73E+00,5.39E+01,1.47E+00,4.83E+01,5.63E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
106,CsCa_0.125Sr_0.125Ba_0.25Ge_0.375Pb_0.125Br_3,-0.25,3.51,0.01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.25E-01,1.25E-01,2.50E-01,3.75E-01,0.00E+00,1.25E-01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.11E+00,2.36E+03,1.05E+03,4.82E+00,1.03E+02,5.25E+00,6.43E+02,1.66E+01,2.19E+02,1.51E+00,4.35E+01,4.88E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
107,MACa_0.125Sn_0.5Pb_0.375Cl_3,-0.22,2.23,0.09,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.25E-01,0.00E+00,0.00E+00,0.00E+00,5.00E-01,3.75E-01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.15E+00,2.42E+03,6.17E+02,8.11E+00,1.42E+02,8.23E+01,6.96E+02,6.46E+00,2.31E+02,1.98E+00,5.83E+01,5.25E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
108,K_0.25Rb_0.125MA_0.625SnCl_3,0.43,2.36,0.07,2.50E-01,1.25E-01,0.00E+00,6.25E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.94E+00,5.45E+02,2.36E+02,8.44E-01,4.05E+01,2.34E+01,7.34E+02,4.71E+00,4.28E+01,1.90E+00,5.50E+01,6.00E+00,1.15E+00,2.88E+03,5.05E+02,7.31E+00,1.19E+02,1.21E+02,7.09E+02,7.20E+00,2.90E+02,1.96E+00,5.00E+01,5.00E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
109,KSr_0.125Ba_0.5Sn_0.25Pb_0.125Br_3,0.44,3.36,0.01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-01,5.00E-01,0.00E+00,2.50E-01,1.25E-01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E+00,1.03E+03,3.37E+02,8.60E-01,3.91E+01,4.84E+01,4.19E+02,2.33E+00,7.69E+01,8.20E-01,1.90E+01,4.00E+00,1.30E+00,2.22E+03,8.33E+02,5.36E+00,1.35E+02,-3.00E+00,5.87E+02,7.43E+00,1.82E+02,1.34E+00,5.55E+01,5.63E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
110,MAPbBr_2.25Cl_0.75,-0.35,1.89,0.12,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.50E-01,7.50E-01,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,1.92E+00,3.09E+02,2.43E+02,3.14E+00,6.88E+01,3.31E+02,1.17E+03,4.77E+00,1.36E+01,3.01E+00,3.05E+01,3.75E+00
111,RbSr_0.25Ba_0.25Sn_0.125Pb_0.375Br_3,0.05,3.29,0.01,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,2.50E-01,0.00E+00,1.25E-01,3.75E-01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.26E+00,2.05E+03,7.99E+02,6.70E+00,1.49E+02,1.38E+00,6.20E+02,6.74E+00,1.72E+02,1.58E+00,6.05E+01,5.63E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
112,MASr_0.25Ba_0.125Ge_0.375Sn_0.25Cl_3,-0.07,3.61,0.01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.50E-01,1.25E-01,3.75E-01,2.50E-01,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.11E+00,2.56E+03,9.66E+02,4.91E+00,9.60E+01,2.68E+01,6.63E+02,1.68E+01,2.50E+02,1.59E+00,4.10E+01,4.75E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
113,CsCa_0.5Ge_0.25Sn_0.125Pb_0.125Br_3,-0.39,3.45,0.01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.00E-01,0.00E+00,0.00E+00,2.50E-01,1.25E-01,1.25E-01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.01E+00,2.27E+03,9.97E+02,4.44E+00,7.89E+01,-1.91E+01,6.63E+02,1.37E+01,2.19E+02,1.54E+00,3.45E+01,4.38E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
114,MACa_0.125Sr_0.25Ba_0.125Sn_0.125Pb_0.375Br_3,-0.2,3.4,0.01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.25E-01,2.50E-01,1.25E-01,0.00E+00,1.25E-01,3.75E-01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.21E+00,2.01E+03,8.13E+02,6.45E+00,1.37E+02,-1.16E+01,6.31E+02,6.81E+00,1.74E+02,1.59E+00,5.60E+01,5.38E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
115,MACa_0.125Sr_0.5Ba_0.125Pb_0.25I_3,0.01,3.08,0.02,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.25E-01,5.00E-01,1.25E-01,0.00E+00,0.00E+00,2.50E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.23E+00,1.81E+03,9.35E+02,4.75E+00,1.18E+02,-8.25E+01,5.90E+02,7.36E+00,1.50E+02,1.29E+00,4.90E+01,5.25E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
116,MAPbCl_3,-0.29,2.42,0.07,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
117,FAPbBr_2.625Cl_0.375,-1.14,2.02,0.12,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.25E-01,8.75E-01,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.53E+00,3.19E+02,3.54E+02,1.10E+00,4.51E+01,8.60E+00,8.49E+02,6.50E+00,2.90E+01,2.57E+00,9.10E+01,8.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,1.94E+00,3.20E+02,2.54E+02,3.13E+00,7.43E+01,3.28E+02,1.15E+03,5.03E+00,1.42E+01,2.98E+00,3.28E+01,3.88E+00
118,RbSr_0.25Ba_0.25Ge_0.25Pb_0.25Br_3,0.08,3.66,0.01,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,2.50E-01,2.50E-01,0.00E+00,2.50E-01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.19E+00,2.22E+03,9.64E+02,5.70E+00,1.26E+02,2.50E+00,6.33E+02,1.32E+01,1.97E+02,1.54E+00,5.20E+01,5.25E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
119,RbCa_0.125Ba_0.625Ge_0.125Sn_0.125Cl_3,0.38,3.88,0,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-01,0.00E+00,6.25E-01,1.25E-01,1.25E-01,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.26E+00,2.27E+03,9.80E+02,4.02E+00,1.15E+02,-2.19E+01,5.72E+02,1.09E+01,1.85E+02,1.18E+00,4.78E+01,5.38E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
120,KCa_0.875Ge_0.125I_3,2.54,3.65,0.01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.75E-01,0.00E+00,0.00E+00,1.25E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E+00,1.03E+03,3.37E+02,8.60E-01,3.91E+01,4.84E+01,4.19E+02,2.33E+00,7.69E+01,8.20E-01,1.90E+01,4.00E+00,9.84E-01,1.93E+03,1.12E+03,2.02E+00,4.41E+01,-1.22E+02,6.11E+02,1.14E+01,1.77E+02,1.13E+00,2.15E+01,4.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
121,MABa_0.625Pb_0.375I_3,-0.11,3.21,0.02,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,6.25E-01,0.00E+00,0.00E+00,3.75E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.33E+00,2.06E+03,8.51E+02,6.50E+00,1.64E+02,8.75E+00,5.83E+02,6.79E+00,1.54E+02,1.43E+00,6.58E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
122,CsBa_0.625Pb_0.375I_3,-0.53,3.26,0.02,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.25E-01,0.00E+00,0.00E+00,3.75E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.33E+00,2.06E+03,8.51E+02,6.50E+00,1.64E+02,8.75E+00,5.83E+02,6.79E+00,1.54E+02,1.43E+00,6.58E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
123,MASr_0.5Sn_0.5Br_3,-0.16,3.89,0.01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.00E-01,0.00E+00,0.00E+00,5.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.21E+00,2.27E+03,7.74E+02,4.92E+00,1.03E+02,-2.35E+01,6.29E+02,7.70E+00,2.14E+02,1.46E+00,4.40E+01,5.00E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
124,MACa_0.5Ba_0.125Sn_0.25Pb_0.125Br_3,-0.17,3.52,0.01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.00E-01,0.00E+00,1.25E-01,0.00E+00,2.50E-01,1.25E-01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.11E+00,2.11E+03,8.83E+02,4.47E+00,9.28E+01,-4.05E+01,6.24E+02,7.66E+00,1.90E+02,1.39E+00,3.98E+01,4.75E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
125,MASr_0.125Pb_0.875Cl_3,-0.26,2.59,0.06,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.25E-01,0.00E+00,0.00E+00,0.00E+00,8.75E-01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.20E+00,1.98E+03,6.56E+02,1.02E+01,1.92E+02,7.53E+01,6.95E+02,5.20E+00,1.73E+02,2.16E+00,7.65E+01,5.88E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
126,MASnBr_2.25Cl_0.75,-0.29,2.26,0.09,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.50E-01,7.50E-01,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.15E+00,2.88E+03,5.05E+02,7.31E+00,1.19E+02,1.21E+02,7.09E+02,7.20E+00,2.90E+02,1.96E+00,5.00E+01,5.00E+00,1.92E+00,3.09E+02,2.43E+02,3.14E+00,6.88E+01,3.31E+02,1.17E+03,4.77E+00,1.36E+01,3.01E+00,3.05E+01,3.75E+00
127,KCa_0.25Sr_0.25Ba_0.125Ge_0.125Pb_0.25Br_3,0.28,3.75,0.01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,2.50E-01,1.25E-01,1.25E-01,0.00E+00,2.50E-01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E+00,1.03E+03,3.37E+02,8.60E-01,3.91E+01,4.84E+01,4.19E+02,2.33E+00,7.69E+01,8.20E-01,1.90E+01,4.00E+00,1.15E+00,2.01E+03,9.65E+02,4.97E+00,1.10E+02,-4.50E+01,6.22E+02,1.04E+01,1.77E+02,1.43E+00,4.60E+01,5.00E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
128,MABa_0.875Pb_0.125I_3,-0.05,3.2,0.02,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,8.75E-01,0.00E+00,0.00E+00,1.25E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.39E+00,2.07E+03,9.52E+02,4.56E+00,1.46E+02,-3.18E+01,5.29E+02,7.61E+00,1.45E+02,1.07E+00,5.93E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
129,KBaI_3,2.7,3.82,0,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E+00,1.03E+03,3.37E+02,8.60E-01,3.91E+01,4.84E+01,4.19E+02,2.33E+00,7.69E+01,8.20E-01,1.90E+01,4.00E+00,1.42E+00,2.08E+03,1.00E+03,3.59E+00,1.37E+02,-5.20E+01,5.03E+02,8.01E+00,1.40E+02,8.90E-01,5.60E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
130,RbBa_0.75Sn_0.25Cl_3,0.38,4.1,0,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E-01,0.00E+00,2.50E-01,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.35E+00,2.28E+03,8.78E+02,4.52E+00,1.33E+02,-8.75E+00,5.54E+02,7.81E+00,1.78E+02,1.16E+00,5.45E+01,5.75E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
131,KSr_0.625Ba_0.25Pb_0.125I_3,2.57,3.36,0.01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.25E-01,2.50E-01,0.00E+00,0.00E+00,1.25E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E+00,1.03E+03,3.37E+02,8.60E-01,3.91E+01,4.84E+01,4.19E+02,2.33E+00,7.69E+01,8.20E-01,1.90E+01,4.00E+00,1.29E+00,1.81E+03,9.77E+02,3.90E+00,1.15E+02,-1.04E+02,5.59E+02,7.72E+00,1.43E+02,1.11E+00,4.80E+01,5.38E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
